customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
746,44.0,Other,East,Graduate,Unemployed,447091.57,369213.72,Home,784.0,1,129,62.44,2022-01-09,0
747,45.0,Male,West,Post-Graduate,Unemployed,710129.9,162154.63,Education,731.0,3,248,83.35,2021-07-13,1
748,55.0,Female,West,Primary,Unemployed,193028.52,226206.46,Other,786.0,1,209,16.66,2017-08-24,0
749,46.0,Other,West,Primary,Self-Employed,584106.62,82360.82,Car,686.0,3,33,57.25,2023-09-02,0
750,28.0,Male,North,Primary,Unemployed,862216.04,602711.61,Home,698.0,1,202,38.71,2023-07-15,0
751,52.0,Female,East,Post-Graduate,Self-Employed,295629.95,298712.22,Business,641.0,2,112,25.52,2025-11-16,0
752,35.0,Other,West,Post-Graduate,Salaried,319315.84,329161.53,Car,761.0,0,211,75.03,2025-07-17,1
753,48.0,Female,West,Secondary,Unemployed,138364.94,245327.13,Other,686.0,2,92,88.47,2025-05-21,1
754,59.0,Other,West,Primary,Self-Employed,490346.37,213070.41,Education,675.0,1,229,65.61,2019-07-27,0
755,32.0,Other,South,Primary,Unemployed,239110.74,403031.28,Business,718.0,3,232,53.96,2023-08-03,0
756,36.0,Female,East,Primary,Self-Employed,518675.27,398929.72,Education,821.0,1,237,50.97,2023-01-25,0
757,29.0,Female,East,Post-Graduate,Unemployed,590452.31,184288.62,Home,722.0,4,254,83.68,2021-12-31,1
758,52.0,Male,South,Graduate,Unemployed,427410.41,400709.61,Business,774.0,2,182,63.22,2021-10-30,0
759,54.0,Female,East,Post-Graduate,Unemployed,525896.14,80700.93,Home,786.0,0,242,33.84,2024-03-29,0
760,29.0,Male,West,Secondary,Self-Employed,745468.49,417960.93,Business,635.0,2,45,83.49,2024-02-27,1
761,39.0,Other,East,Primary,Unemployed,990800.36,509617.19,Car,710.0,3,168,73.73,2025-10-22,0
762,,Male,East,Post-Graduate,,,211172.11,Other,,1,87,44.81,2020-01-03,0
763,45.0,Other,North,Secondary,Salaried,80000.0,20000.0,Car,575.0,1,219,57.59,2023-05-22,1
764,39.0,Male,South,Primary,Self-Employed,571178.95,419477.24,Home,743.0,3,290,89.26,2021-01-28,1
765,59.0,Female,South,Graduate,Self-Employed,362203.91,248726.73,Business,599.0,2,218,74.63,2016-12-04,1
766,37.0,Other,West,Primary,Unemployed,611956.33,109779.48,Home,666.0,2,222,19.13,2022-06-09,0
767,29.0,Male,East,Post-Graduate,Unemployed,500025.0,188224.83,Business,671.0,0,122,13.92,2023-04-06,0
768,35.0,Male,West,Graduate,Self-Employed,753197.69,256745.72,Car,747.0,1,289,66.26,2022-05-01,0
769,46.0,Female,North,Graduate,Salaried,616032.02,254010.85,Business,751.0,0,186,83.34,2023-11-23,1
770,46.0,Male,South,Secondary,Salaried,735080.57,224094.79,Car,604.0,4,183,93.48,2018-07-23,1
771,57.0,Other,South,Graduate,Unemployed,491531.63,558323.26,Business,618.0,1,75,73.31,2017-04-19,0
772,62.0,Other,North,Primary,Self-Employed,449040.43,232805.8,Car,582.0,2,245,22.53,2020-04-13,1
773,57.0,Other,South,Primary,Salaried,855710.37,271433.07,Education,634.0,3,78,84.89,2021-08-07,1
774,26.0,Other,East,Graduate,Self-Employed,529718.63,303062.58,Business,562.0,3,88,91.76,2018-09-15,1
775,32.0,Female,West,Graduate,Salaried,595526.26,153539.99,Business,676.0,2,80,85.46,2018-04-23,1
776,36.0,Female,West,Primary,Salaried,291724.67,281585.73,Other,662.0,3,189,54.76,2016-09-09,0
777,47.0,Other,East,Graduate,Self-Employed,366055.07,339452.2,Home,744.0,2,290,15.78,2023-08-31,0
778,55.0,Female,North,Graduate,Self-Employed,501789.76,422011.07,Education,777.0,1,51,57.06,2019-01-25,0
779,42.0,Female,East,Graduate,Salaried,80000.0,341029.32,Car,747.0,4,246,48.67,2023-09-26,0
780,37.0,Other,South,Primary,Unemployed,281370.22,464465.18,Business,735.0,2,247,67.7,2020-10-12,0
781,22.0,Other,East,Secondary,Unemployed,694708.41,404306.59,Home,833.0,3,208,18.98,2024-07-10,0
782,33.0,Other,West,Graduate,Self-Employed,80000.0,20000.0,Business,694.0,1,214,40.84,2025-10-04,0
783,27.0,Female,West,Primary,Unemployed,396311.0,326422.57,Other,580.0,3,99,12.06,2016-11-10,1
784,37.0,Male,East,Secondary,Unemployed,533690.61,283646.49,Other,682.0,2,126,79.07,2023-04-17,1
785,44.0,Other,West,Graduate,Unemployed,678410.09,399905.19,Education,733.0,2,183,52.13,2018-07-07,0
786,38.0,Male,South,Graduate,Salaried,1042676.41,353751.68,Business,584.0,2,40,35.91,2017-09-15,1
787,24.0,Male,East,Secondary,Unemployed,496169.62,412727.95,Education,663.0,2,47,45.34,2017-09-26,0
788,21.0,Other,North,Secondary,Self-Employed,559113.06,558362.14,Car,695.0,0,203,69.75,2021-01-18,0
789,46.0,Other,East,Post-Graduate,Self-Employed,256193.72,273152.48,Education,667.0,1,208,87.5,2017-01-15,1
790,51.0,Female,East,Post-Graduate,Salaried,654394.88,96004.62,Business,778.0,2,296,80.85,2019-06-07,1
791,42.0,Male,North,Post-Graduate,Salaried,80000.0,508868.39,Other,733.0,4,166,94.69,2023-07-04,1
792,59.0,Male,West,Graduate,Self-Employed,224880.86,406975.85,Home,661.0,2,74,80.81,2017-12-18,1
793,54.0,Male,South,Secondary,Self-Employed,855612.07,219985.24,Business,480.0,2,96,47.97,2018-01-19,1
794,27.0,Other,West,Secondary,Self-Employed,678249.08,241115.75,Car,696.0,3,139,60.94,2021-07-02,0
795,48.0,Male,West,Graduate,Unemployed,541268.93,165972.74,Car,743.0,1,282,52.81,2021-09-29,0
796,24.0,Female,North,Primary,Self-Employed,131639.67,282786.24,Education,723.0,3,141,90.44,2025-12-03,1
797,43.0,Male,South,Secondary,Self-Employed,727662.25,250819.01,Home,575.0,1,267,19.59,2018-07-30,1
798,36.0,Male,West,Post-Graduate,Self-Employed,664160.7,20000.0,Business,667.0,3,237,52.99,2025-04-01,0
799,45.0,Female,West,Primary,Salaried,390129.6,498325.07,Other,788.0,2,146,42.65,2021-10-13,0
800,53.0,Male,East,Primary,Self-Employed,1047917.68,300166.49,Other,556.0,4,28,34.86,2023-12-07,1
801,53.0,Male,North,Primary,Unemployed,633582.03,202754.95,Car,736.0,4,242,31.69,2018-07-30,0
802,53.0,Male,East,Graduate,Salaried,468078.7,67676.42,Home,699.0,2,56,19.64,2023-05-28,0
803,34.0,Female,East,Secondary,Salaried,399299.25,67562.84,Home,760.0,2,135,56.1,2021-01-11,0
804,53.0,Female,East,Post-Graduate,Unemployed,481066.05,144777.76,Other,764.0,1,144,51.49,2018-11-02,0
805,25.0,Other,East,Post-Graduate,Unemployed,350389.79,543488.5,Car,839.0,3,25,90.24,2022-03-11,1
806,45.0,Female,West,Graduate,Salaried,698228.38,380665.23,Car,704.0,0,155,11.0,2020-11-16,0
807,45.0,Female,North,Secondary,Salaried,375539.84,461846.28,Car,720.0,6,254,35.14,2020-12-15,1
808,37.0,Male,North,Secondary,Salaried,457359.08,285307.09,Education,778.0,0,48,37.25,2019-07-20,0
809,59.0,Other,North,Post-Graduate,Unemployed,743273.48,148671.75,Education,700.0,2,229,86.6,2023-02-23,1
810,33.0,Other,North,Primary,Unemployed,487749.36,220817.17,Home,687.0,5,73,85.99,2026-03-28,1
811,52.0,Other,North,Primary,Unemployed,2121677.8,80000.0,Home,622.0,2,220,68.26,2026-03-25,0
812,,Female,West,Post-Graduate,,,423034.86,Other,,4,235,81.56,2019-05-29,1
813,38.0,Female,West,Secondary,Salaried,80000.0,300845.37,Home,748.0,4,129,92.82,2018-03-30,1
814,56.0,Female,West,Primary,Unemployed,264132.43,696301.79,Other,727.0,2,150,24.66,2024-01-23,0
815,39.0,Female,South,Post-Graduate,Salaried,508679.79,658195.16,Other,694.0,2,239,84.89,2024-09-07,1
816,46.0,Other,North,Graduate,Salaried,531766.67,331289.79,Home,757.0,0,254,45.23,2020-12-09,0
817,24.0,Female,South,Secondary,Self-Employed,528391.62,372578.01,Other,635.0,0,106,40.2,2017-04-06,0
818,29.0,Male,East,Post-Graduate,Self-Employed,673875.12,210166.09,Car,768.0,0,230,11.35,2026-02-19,0
819,26.0,Male,West,Secondary,Unemployed,2881110.4499999997,1000177.44,Business,655.0,0,184,22.29,2022-12-21,0
820,22.0,Female,South,Primary,Salaried,213049.61,279671.06,Home,741.0,3,41,58.2,2025-06-04,0
821,41.0,Male,West,Secondary,Salaried,775828.27,281651.49,Other,811.0,1,114,63.88,2023-11-07,0
822,52.0,Male,North,Graduate,Unemployed,1235404.96,565466.57,Car,690.0,1,75,72.56,2018-10-19,0
823,28.0,Female,East,Graduate,Self-Employed,364631.36,20000.0,Home,785.0,5,135,11.24,2020-10-08,1
824,49.0,Male,South,Primary,Self-Employed,543395.82,402762.81,Education,689.0,6,48,82.92,2017-07-14,1
825,60.0,Other,East,Post-Graduate,Unemployed,307123.9,113910.96,Home,682.0,2,191,11.11,2016-10-16,0
826,23.0,Male,North,Primary,Salaried,605432.37,184180.92,Car,553.0,3,52,46.46,2018-09-24,1
827,50.0,Female,East,Post-Graduate,Unemployed,353790.57,385272.12,Education,746.0,2,178,71.15,2022-05-20,0
828,51.0,Other,North,Graduate,Self-Employed,439763.1,483096.1,Car,681.0,1,244,49.06,2019-08-02,0
829,32.0,Male,West,Post-Graduate,Self-Employed,181014.75,316261.87,Education,524.0,2,264,82.65,2019-06-22,1
830,51.0,Female,West,Post-Graduate,Unemployed,822502.53,275706.78,Car,715.0,1,179,20.67,2021-01-25,0
831,63.0,Male,South,Primary,Salaried,684370.52,260503.83,Home,667.0,4,269,72.05,2019-01-10,0
832,62.0,Female,West,Post-Graduate,Salaried,297459.76,497344.78,Other,668.0,3,183,20.06,2023-03-05,0
833,51.0,Female,East,Primary,Unemployed,845346.0,400412.43,Car,676.0,2,126,44.8,2022-08-20,0
834,28.0,Female,West,Primary,Self-Employed,127071.4,78688.29,Business,761.0,2,146,35.31,2016-07-16,0
835,26.0,Male,North,Graduate,Unemployed,781862.84,421086.36,Education,762.0,1,23,43.03,2023-05-31,0
836,57.0,Male,South,Graduate,Unemployed,202584.81,290508.91,Other,627.0,2,226,43.5,2026-01-19,0
837,62.0,Other,North,Post-Graduate,Unemployed,328519.37,253466.85,Car,793.0,3,40,85.22,2020-05-28,1
838,,Female,East,Post-Graduate,,,463034.34,Other,,2,107,34.85,2025-04-09,0
839,27.0,Other,North,Primary,Unemployed,900732.31,431333.69,Car,826.0,3,263,19.19,2018-04-10,0
840,23.0,Other,West,Post-Graduate,Salaried,427414.24,172085.68,Home,724.0,0,70,36.7,2021-06-19,0
841,49.0,Female,East,Secondary,Self-Employed,448773.31,374668.25,Education,722.0,2,38,53.33,2017-11-11,0
842,64.0,Male,South,Post-Graduate,Self-Employed,760575.31,312615.7,Car,631.0,2,255,92.35,2019-07-02,1
843,36.0,Male,West,Post-Graduate,Unemployed,666483.15,321137.65,Business,692.0,0,150,80.25,2022-01-11,1
844,44.0,Male,West,Post-Graduate,Self-Employed,439920.31,445076.72,Home,719.0,1,218,59.85,2018-07-10,0
845,47.0,Female,North,Primary,Self-Employed,577007.88,137712.84,Business,647.0,1,230,86.08,2018-09-06,1
846,29.0,Male,North,Primary,Unemployed,621131.75,269866.47,Other,652.0,0,141,53.88,2025-08-27,0
847,55.0,Other,East,Secondary,Unemployed,802644.48,435106.16,Business,606.0,2,288,76.64,2022-03-09,1
848,22.0,Female,East,Primary,Salaried,760240.2,451316.8,Business,577.0,1,168,33.29,2022-12-07,1
849,46.0,Female,West,Graduate,Unemployed,733600.25,310405.17,Business,569.0,3,158,18.14,2023-01-17,1
850,44.0,Male,North,Secondary,Salaried,782586.05,268733.77,Education,610.0,0,295,31.88,2019-09-17,0
851,51.0,Female,East,Graduate,Unemployed,497718.4,324077.23,Home,753.0,2,219,50.22,2022-09-04,0
852,61.0,Male,South,Post-Graduate,Salaried,715526.09,440664.8,Business,603.0,1,167,60.08,2024-12-06,0
853,41.0,Male,East,Secondary,Salaried,477109.52,88091.14,Home,638.0,3,268,19.29,2025-10-05,0
854,53.0,Female,South,Post-Graduate,Salaried,754758.24,258011.32,Education,640.0,4,133,85.47,2016-10-16,1
855,42.0,Male,West,Primary,Unemployed,674883.13,213560.71,Other,757.0,1,215,64.64,2025-10-17,0
856,27.0,Male,West,Post-Graduate,Unemployed,755973.99,613579.49,Other,745.0,2,124,10.84,2022-10-25,0
857,49.0,Other,South,Post-Graduate,Salaried,450084.09,20000.0,Other,541.0,4,285,41.43,2024-08-20,1
858,36.0,Other,North,Post-Graduate,Unemployed,1075280.18,278957.96,Business,716.0,4,114,82.28,2016-06-29,1
859,21.0,Other,South,Secondary,Unemployed,1124683.09,92188.59,Car,682.0,1,144,73.6,2024-09-30,0
860,,Male,West,Graduate,,,410901.91,Business,,5,247,73.1,2024-08-24,1
861,41.0,Female,South,Graduate,Self-Employed,673512.6,242332.19,Education,678.0,2,131,34.65,2023-11-12,0
862,56.0,Female,West,Secondary,Salaried,504998.94,349517.07,Business,614.0,1,142,89.36,2023-02-13,1
863,42.0,Other,East,Graduate,Unemployed,784406.48,194118.15,Other,708.0,2,272,91.92,2023-11-03,1
864,26.0,Other,South,Secondary,Salaried,620730.14,446814.13,Other,660.0,2,132,70.24,2023-01-04,0
865,55.0,Other,East,Graduate,Unemployed,722861.38,265637.85,Car,589.0,2,67,18.98,2016-07-08,1
866,37.0,Other,South,Graduate,Unemployed,394546.29,177840.27,Home,800.0,3,114,71.37,2020-04-23,0
867,46.0,Female,West,Post-Graduate,Unemployed,229604.81,99079.53,Other,690.0,1,87,65.32,2023-10-09,0
868,44.0,Female,West,Primary,Unemployed,518441.57,20000.0,Home,669.0,2,70,21.4,2020-05-06,0
869,36.0,Male,West,Secondary,Salaried,490075.01,210686.52,Home,682.0,2,229,27.62,2017-04-25,0
870,30.0,Male,East,Secondary,Self-Employed,783930.33,371587.38,Education,799.0,3,37,19.43,2021-12-31,0
871,32.0,Male,North,Graduate,Salaried,298060.15,421366.92,Other,612.0,1,184,86.34,2017-04-13,1
872,54.0,Male,East,Post-Graduate,Salaried,479254.02,319405.2,Other,489.0,2,77,78.37,2021-03-25,1
873,49.0,Other,South,Post-Graduate,Salaried,773304.4,20000.0,Other,609.0,2,168,54.77,2017-03-23,0
874,37.0,Other,East,Primary,Self-Employed,516855.16,278586.11,Business,602.0,2,105,22.98,2021-07-08,0
875,48.0,Female,East,Primary,Salaried,896254.91,109453.69,Education,652.0,3,199,77.22,2021-04-29,1
876,51.0,Male,West,Secondary,Unemployed,1025661.17,109696.2,Education,822.0,3,147,27.86,2022-03-14,0
877,27.0,Other,South,Secondary,Self-Employed,832826.59,291656.88,Business,677.0,4,141,19.18,2024-01-08,0
878,53.0,Male,North,Secondary,Salaried,578208.34,148212.7,Other,715.0,0,292,43.84,2017-11-02,0
879,33.0,Male,West,Primary,Self-Employed,466146.13,206079.52,Education,723.0,0,80,11.53,2023-05-01,0
880,32.0,Other,East,Secondary,Salaried,740899.36,281434.96,Other,754.0,2,56,75.56,2017-10-30,1
881,64.0,Female,North,Graduate,Self-Employed,356012.67,399324.72,Car,678.0,1,24,13.43,2019-08-04,0
882,64.0,Male,South,Graduate,Unemployed,499486.3,411653.67,Home,732.0,6,108,73.47,2022-12-12,1
883,26.0,Other,East,Post-Graduate,Unemployed,467308.53,142004.05,Other,823.0,2,59,49.49,2026-03-17,0
884,,Female,North,Graduate,,,145664.49,Car,,2,36,49.32,2021-01-23,0
885,36.0,Male,North,Secondary,Self-Employed,654597.25,493329.51,Other,669.0,3,127,47.09,2022-09-06,0
886,45.0,Other,West,Primary,Self-Employed,269776.93,92785.1,Car,697.0,1,200,49.99,2019-04-06,0
887,50.0,Male,East,Graduate,Self-Employed,964480.26,435316.13,Education,699.0,2,240,47.15,2021-08-06,0
888,38.0,Male,West,Primary,Salaried,620007.24,421653.87,Education,850.0,2,246,23.65,2017-07-25,0
889,26.0,Female,South,Secondary,Salaried,814421.37,40102.9,Education,831.0,2,257,61.51,2024-10-14,0
890,46.0,Female,North,Post-Graduate,Self-Employed,772474.35,20502.84,Other,761.0,2,189,82.25,2022-12-07,1
891,24.0,Other,East,Primary,Unemployed,860632.82,232446.83,Education,660.0,0,57,54.48,2024-12-26,0
892,63.0,Other,West,Post-Graduate,Salaried,881330.33,136464.74,Education,668.0,0,271,37.05,2022-07-07,0
893,60.0,Other,South,Graduate,Unemployed,452245.39,366008.99,Home,554.0,1,142,76.58,2018-08-21,1
894,52.0,Male,South,Primary,Unemployed,714303.27,185945.45,Home,648.0,1,27,32.63,2024-01-23,0
895,62.0,Male,South,Post-Graduate,Salaried,500721.17,293779.23,Car,592.0,1,124,56.15,2022-01-30,1
896,35.0,Other,West,Primary,Unemployed,1049166.3,382935.78,Car,605.0,2,99,33.67,2026-02-16,0
897,28.0,Male,West,Graduate,Salaried,686674.41,197232.6,Home,732.0,1,107,91.33,2022-01-05,1
898,26.0,Male,North,Secondary,Self-Employed,578597.99,427765.82,Other,769.0,4,174,61.97,2022-01-10,0
899,33.0,Male,South,Graduate,Self-Employed,665206.4,372111.87,Business,700.0,1,48,10.26,2018-10-21,0
900,,Female,West,Post-Graduate,,,270979.08,Home,,1,219,53.68,2023-01-01,0
901,35.0,Female,North,Primary,Unemployed,622380.51,310080.52,Other,602.0,1,278,46.08,2020-07-17,0
902,,Male,North,Primary,,,403377.07,Other,,3,79,87.86,2022-08-02,1
903,,Male,East,Graduate,,,138070.07,Home,,1,76,51.09,2016-05-13,0
904,62.0,Female,West,Post-Graduate,Self-Employed,881837.52,478663.6,Home,668.0,2,153,19.16,2024-07-28,0
905,62.0,Female,South,Secondary,Salaried,588484.65,240968.05,Business,734.0,2,62,76.92,2022-01-28,1
906,56.0,Other,East,Secondary,Self-Employed,867478.36,175423.16,Education,647.0,5,254,60.56,2021-02-13,1
907,63.0,Male,South,Primary,Salaried,953095.17,309531.01,Home,569.0,0,162,91.57,2019-10-30,1
908,43.0,Other,West,Primary,Self-Employed,209875.46,143274.55,Car,822.0,2,82,34.5,2025-03-19,0
909,50.0,Other,East,Secondary,Self-Employed,504648.87,356992.43,Other,703.0,5,239,43.42,2017-02-24,1
910,25.0,Male,South,Secondary,Salaried,784886.3,149802.8,Other,606.0,1,264,24.69,2025-06-29,0
911,43.0,Female,South,Primary,Salaried,359233.72,195268.34,Other,641.0,0,68,78.39,2016-07-28,1
912,51.0,Male,West,Primary,Self-Employed,380805.37,400478.81,Home,729.0,2,121,44.25,2024-04-03,0
913,40.0,Female,North,Secondary,Unemployed,289422.43,44879.4,Other,679.0,5,203,64.42,2023-09-19,1
914,49.0,Female,East,Graduate,Salaried,574030.78,80830.25,Car,590.0,3,159,74.52,2018-08-03,1
915,62.0,Male,East,Primary,Salaried,900482.92,301318.27,Education,684.0,2,294,49.72,2026-03-19,0
916,52.0,Female,West,Graduate,Unemployed,533601.84,56848.76,Education,624.0,4,270,42.18,2017-08-06,0
917,41.0,Other,South,Graduate,Self-Employed,362761.79,163964.57,Business,491.0,1,79,44.66,2020-04-05,1
918,24.0,Male,North,Graduate,Salaried,1018217.05,243654.95,Car,575.0,1,181,47.47,2025-02-21,1
919,30.0,Other,West,Graduate,Self-Employed,244010.47,326779.38,Car,522.0,0,262,57.1,2019-07-07,1
920,24.0,Other,East,Post-Graduate,Self-Employed,229713.57,286117.52,Business,682.0,0,45,21.55,2019-04-23,0
921,40.0,Female,East,Post-Graduate,Unemployed,472022.33,307567.98,Home,679.0,1,166,22.23,2023-01-28,0
922,64.0,Male,North,Graduate,Salaried,277266.28,261446.0,Other,754.0,3,58,25.98,2020-01-13,0
923,54.0,Male,East,Primary,Unemployed,319707.67,20000.0,Home,779.0,6,120,78.51,2025-12-19,1
924,64.0,Male,North,Post-Graduate,Unemployed,232166.62,176125.08,Car,827.0,5,244,90.12,2022-10-13,1
925,,Male,East,Post-Graduate,,,533445.12,Car,,1,219,78.54,2017-09-07,1
926,48.0,Female,West,Secondary,Unemployed,301365.62,20000.0,Education,609.0,2,27,46.22,2020-01-22,0
927,39.0,Male,West,Primary,Self-Employed,475031.31,183083.61,Education,741.0,0,86,89.18,2020-02-13,1
928,56.0,Other,North,Secondary,Unemployed,379957.67,113327.03,Car,715.0,1,73,82.64,2017-11-03,1
929,46.0,Other,South,Post-Graduate,Salaried,958395.02,196838.33,Car,805.0,0,177,54.47,2020-04-19,0
930,37.0,Other,South,Post-Graduate,Self-Employed,2317004.3,777454.2,Home,691.0,0,104,43.88,2016-08-20,0
931,64.0,Male,West,Secondary,Salaried,461483.05,298284.91,Education,827.0,1,193,75.69,2023-11-11,1
932,28.0,Female,South,Primary,Unemployed,679478.12,464546.77,Car,638.0,1,48,58.15,2020-07-27,0
933,22.0,Other,East,Post-Graduate,Self-Employed,579366.15,289905.32,Business,700.0,2,39,44.3,2017-02-15,0
934,59.0,Male,North,Graduate,Salaried,578131.45,20000.0,Other,686.0,1,251,38.81,2021-04-28,0
935,56.0,Other,East,Graduate,Unemployed,528251.95,472573.06,Other,659.0,2,52,70.29,2024-10-21,0
936,58.0,Other,South,Post-Graduate,Unemployed,520552.45,237399.29,Business,526.0,2,235,16.15,2018-04-19,1
937,38.0,Female,North,Graduate,Self-Employed,852488.87,100257.28,Car,598.0,1,203,71.24,2019-07-08,1
938,56.0,Other,West,Graduate,Self-Employed,198712.14,700035.78,Business,687.0,1,135,35.41,2024-08-12,0
939,,Female,North,Secondary,,,248677.7,Car,,1,56,54.67,2021-07-07,0
940,50.0,Male,North,Graduate,Salaried,734369.68,140095.17,Car,675.0,1,239,18.9,2019-09-15,0
941,28.0,Male,South,Graduate,Unemployed,937294.76,303664.78,Home,705.0,0,33,80.78,2022-01-23,1
942,59.0,Other,South,Post-Graduate,Self-Employed,850559.04,590854.91,Home,748.0,2,194,18.37,2024-06-02,0
943,58.0,Female,West,Post-Graduate,Salaried,530777.66,199241.88,Other,579.0,2,35,40.28,2022-03-21,1
944,64.0,Male,West,Primary,Salaried,461245.82,283587.52,Home,625.0,1,114,82.15,2018-07-20,1
945,22.0,Male,South,Secondary,Unemployed,796296.27,33347.86,Other,737.0,5,60,22.56,2018-11-27,1
946,57.0,Male,South,Primary,Salaried,541568.99,262718.19,Education,698.0,3,108,13.25,2019-01-06,0
947,54.0,Male,West,Primary,Unemployed,608089.14,626413.98,Education,768.0,1,160,29.33,2022-10-31,0
948,,Male,South,Post-Graduate,,,275140.56,Business,,1,283,85.95,2026-04-05,1
949,48.0,Female,South,Secondary,Self-Employed,928627.67,197058.36,Other,758.0,1,152,89.12,2022-10-23,1
950,24.0,Male,South,Graduate,Salaried,453716.04,43284.64,Education,715.0,1,282,75.75,2019-04-04,1
951,45.0,Female,North,Secondary,Self-Employed,613948.08,236080.93,Business,629.0,2,126,10.99,2025-01-24,0
952,24.0,Male,North,Primary,Salaried,315395.65,399172.04,Other,727.0,1,169,15.67,2023-08-19,0
953,63.0,Other,West,Secondary,Unemployed,211679.19,399892.33,Home,669.0,2,154,41.66,2017-04-13,0
954,52.0,Male,West,Primary,Unemployed,402945.22,415475.52,Other,738.0,2,97,81.04,2024-10-18,1
955,33.0,Male,North,Post-Graduate,Unemployed,685731.59,486520.37,Car,617.0,2,128,93.11,2024-06-10,1
956,35.0,Other,North,Post-Graduate,Unemployed,437027.85,210905.06,Business,686.0,0,80,68.62,2017-11-26,0
957,39.0,Female,North,Post-Graduate,Salaried,234874.78,478689.1,Business,734.0,2,225,48.95,2026-01-25,0
958,54.0,Female,East,Primary,Self-Employed,170991.69,111297.01,Car,750.0,2,61,84.17,2026-02-08,1
959,33.0,Female,West,Secondary,Salaried,355174.94,324504.05,Education,785.0,3,265,81.92,2018-06-07,1
960,48.0,Other,West,Graduate,Salaried,362812.83,268399.51,Home,593.0,2,45,53.98,2018-05-05,1
961,37.0,Other,North,Primary,Unemployed,605770.16,393735.54,Home,695.0,0,187,58.92,2017-12-23,0
962,48.0,Female,South,Graduate,Self-Employed,927466.29,378096.96,Education,666.0,2,72,79.0,2024-08-17,1
963,44.0,Male,South,Post-Graduate,Unemployed,409566.99,384102.06,Other,635.0,3,184,19.09,2018-04-26,0
964,55.0,Female,East,Post-Graduate,Unemployed,800508.34,424201.56,Education,736.0,2,115,77.55,2020-05-31,1
965,30.0,Other,East,Post-Graduate,Salaried,405616.72,474241.32,Business,656.0,3,165,18.68,2025-09-05,0
966,26.0,Other,West,Secondary,Self-Employed,342398.57,318606.27,Other,831.0,2,169,42.15,2018-08-24,0
967,49.0,Other,West,Graduate,Self-Employed,440396.9,459162.99,Other,624.0,1,84,46.79,2025-01-12,0
968,28.0,Female,West,Secondary,Unemployed,703656.35,207345.69,Home,737.0,0,81,44.18,2022-06-06,0
969,43.0,Other,South,Post-Graduate,Unemployed,197324.15,349027.86,Car,571.0,7,87,73.42,2016-06-01,1
970,62.0,Male,South,Post-Graduate,Self-Employed,118382.67,129559.46,Other,745.0,4,79,55.38,2022-05-24,0
971,40.0,Other,North,Secondary,Self-Employed,603501.24,384568.18,Home,632.0,2,255,63.92,2025-07-05,0
972,45.0,Male,South,Post-Graduate,Unemployed,988799.63,107280.58,Business,678.0,0,189,27.89,2019-03-09,0
973,56.0,Male,North,Graduate,Salaried,340222.21,553132.21,Education,699.0,5,84,21.23,2024-09-05,1
974,,Male,North,Post-Graduate,,,403230.8,Other,,0,292,33.28,2020-01-30,0
975,,Other,East,Primary,,,472147.71,Business,,3,276,79.21,2025-01-20,1
976,23.0,Female,North,Secondary,Unemployed,496830.12,365509.88,Other,712.0,0,159,55.71,2021-10-22,0
977,39.0,Female,South,Primary,Unemployed,80000.0,325480.06,Other,682.0,1,86,68.39,2019-10-26,0
978,55.0,Other,South,Secondary,Unemployed,867530.48,98603.03,Home,628.0,2,131,37.04,2025-07-18,0
979,48.0,Female,South,Primary,Salaried,818233.22,663928.92,Home,718.0,3,278,20.42,2020-07-12,0
980,33.0,Female,West,Graduate,Unemployed,529768.34,231196.18,Business,711.0,2,255,38.45,2020-12-30,0
981,45.0,Female,South,Primary,Unemployed,612218.3,485227.58,Home,648.0,1,56,26.95,2020-09-03,0
982,39.0,Male,East,Graduate,Self-Employed,464108.29,248635.71,Education,772.0,3,109,30.59,2017-03-29,0
983,34.0,Male,South,Post-Graduate,Self-Employed,807159.84,188059.05,Other,529.0,2,195,33.81,2024-01-08,1
984,56.0,Male,East,Secondary,Self-Employed,418621.11,402735.58,Other,593.0,2,75,38.57,2017-10-09,1
985,33.0,Male,North,Graduate,Self-Employed,266253.77,430418.64,Home,784.0,5,274,28.83,2024-11-14,1
986,41.0,Other,East,Graduate,Unemployed,613457.7,567490.62,Business,850.0,6,55,77.25,2025-07-31,1
987,,Female,West,Secondary,,,481601.18,Business,,2,126,32.84,2023-05-07,0
988,47.0,Other,West,Primary,Self-Employed,702988.25,498672.39,Home,603.0,2,27,65.13,2017-11-13,0
989,34.0,Female,North,Post-Graduate,Unemployed,762504.78,90153.74,Car,703.0,1,89,81.7,2018-08-24,1
990,52.0,Other,South,Graduate,Self-Employed,599829.65,258927.39,Education,735.0,3,248,27.96,2018-03-24,0
991,56.0,Other,North,Graduate,Salaried,683479.22,119138.94,Education,596.0,3,195,94.87,2023-02-07,1
992,21.0,Male,West,Graduate,Salaried,925091.46,246917.19,Other,741.0,2,123,84.5,2022-11-10,1
993,41.0,Male,West,Graduate,Self-Employed,861767.08,143677.76,Car,850.0,1,230,56.47,2024-07-15,0
994,62.0,Other,East,Secondary,Unemployed,700574.71,207054.54,Car,609.0,4,195,63.78,2018-06-09,0
